name,symbol,country,indice
Wuhan Raycus Fiber A,300747,china,SZSE Component
Zhejiang Wolwo Bio-Pharma,300357,china,SZSE Component
Chengdu Fusen Noble-House,2818,china,SZSE Component
Foran Energy,NO Esta,china,SZSE Component
Jiangsu Lihua Animal,300761,china,SZSE Component
BGI Genomics,300676,china,SZSE Component
Sangfor Tech A,300454,china,SZSE Component
Luoxin Pharmaceuticals Stock,NO Esta,china,SZSE Component
Pharmaron Beijing,300759,china,SZSE Component
Asymchem Laboratories Tian Jin,2821,china,SZSE Component
New Industries,NO Esta,china,SZSE Component
Yealink Network Tech,300628,china,SZSE Component
China Merchants Port,1872,china,SZSE Component
Changyu-A A,869,china,SZSE Component
Gujing Distill A,596,china,SZSE Component
Eit Environmental,NO Esta,china,SZSE Component
Guangzhou Shiyuan Electronic,2841,china,SZSE Component
Winner Medical,NO Esta,china,SZSE Component
Guangzhou Shangpin Homellection,300616,china,SZSE Component
Beijing New Oriental Star Petro Eng,2755,china,SZSE Component
Metron New Material,NO Esta,china,SZSE Component
National Accord A,28,china,SZSE Component
Hefei Meiya Optoelectronic Tec A,2690,china,SZSE Component
Suzhou Maxwell,300751,china,SZSE Component
Imeik,NO Esta,china,SZSE Component
Double Medical Tech,2901,china,SZSE Component
Amoy Diagnostics,300685,china,SZSE Component
Shenzhen Sinovatio A,2912,china,SZSE Component
Kanghua Biological,NO Esta,china,SZSE Component
Poly Real Estate Group,600048,china,FTSE China A50
China Vanke A,2,china,FTSE China A50
China State Construction,601668,china,FTSE China A50
Baoshan Iron & Steel,600019,china,FTSE China A50
China Merchants Shekou,1979,china,FTSE China A50
Agricultural Bank China A,601288,china,FTSE China A50
PetroChina A,601857,china,FTSE China A50
CITIC Securities,600030,china,FTSE China A50
China Petrol A,600028,china,FTSE China A50
ICBC,601398,china,FTSE China A50
Ping An Bank A,1,china,FTSE China A50
Gree Electric A,651,china,FTSE China A50
China United Network Comm,600050,china,FTSE China A50
Industrial Bank,601166,china,FTSE China A50
SAIC Motor Corp,600104,china,FTSE China A50
Bank of Communications Co Ltd,601328,china,FTSE China A50
Inner Mongolia Yili,600887,china,FTSE China A50
Ping An Insurance,601318,china,FTSE China A50
Bank of China A,601988,china,FTSE China A50
China Minsheng Banking,600016,china,FTSE China A50
Guangdong Wens Foodstuff,300498,china,FTSE China A50
CRRC A,601766,china,FTSE China A50
China Everbright Bank,601818,china,FTSE China A50
China Communications Construction,601800,china,FTSE China A50
China Construction Bank Co,601939,china,FTSE China A50
360 Security Technology,NO Esta,china,FTSE China A50
Jiangsu Hengrui,600276,china,FTSE China A50
China Yangtze Power,600900,china,FTSE China A50
China Railway A,601390,china,FTSE China A50
Shanghai International Port,600018,china,FTSE China A50
China Merchants Bank,600036,china,FTSE China A50
Bank of Beijing,601169,china,FTSE China A50
Anhui Conch Cement,600585,china,FTSE China A50
Midea Group A,333,china,FTSE China A50
China Railway Construction,601186,china,FTSE China A50
China Shenhua Energy SH,601088,china,FTSE China A50
Guotai Junan Securities,601211,china,FTSE China A50
Pudong Development Bank,600000,china,FTSE China A50
China Pacific Insurance,601601,china,FTSE China A50
Hik Vision Digital A,2415,china,FTSE China A50
Foxconn Industrial Internet,601138,china,FTSE China A50
Wuliangye A,858,china,FTSE China A50
S.F. Holding Co,2352,china,FTSE China A50
China Citic Bank A,601998,china,FTSE China A50
New China Life Insurance,601336,china,FTSE China A50
China Life Insurance A,601628,china,FTSE China A50
Yanghe Brewery A,2304,china,FTSE China A50
Foshan Haitian Food,603288,china,FTSE China A50
Shenzhen Mindray Bio-Medical,300760,china,FTSE China A50
Kweichow Moutai,600519,china,FTSE China A50
,NO Esta,china,Dow Jones Shanghai
China Construction Bank,939,hong kong,Hang Seng
Haidilao Intl,6862,hong kong,Hang Seng
Bank of China H,3988,hong kong,Hang Seng
ICBC,1398,hong kong,Hang Seng
China Petrol & Chemical H,386,hong kong,Hang Seng
PetroChina H,857,hong kong,Hang Seng
Xiaomi,1810,hong kong,Hang Seng
CNOOC,883,hong kong,Hang Seng
Geely Automobile,175,hong kong,Hang Seng
Alibaba Health Information Tech,241,hong kong,Hang Seng
Country Garden Holdings,2007,hong kong,Hang Seng
Ping An Insurance,2318,hong kong,Hang Seng
AIA Group,1299,hong kong,Hang Seng
CSPC Pharma,1093,hong kong,Hang Seng
Xinyi Solar,968,hong kong,Hang Seng
China Overseas,688,hong kong,Hang Seng
Alibaba,NO Esta,hong kong,Hang Seng
Tencent Holdings,700,hong kong,Hang Seng
China Resources Land,1109,hong kong,Hang Seng
Meituan,NO Esta,hong kong,Hang Seng
Sino Biopharmaceutical,1177,hong kong,Hang Seng
WH Group Ltd,288,hong kong,Hang Seng
HK & China Gas,3,hong kong,Hang Seng
Country Garden Services,6098,hong kong,Hang Seng
China Unicom Hong Kong,762,hong kong,Hang Seng
Longfor Properties,960,hong kong,Hang Seng
CK Asset,1113,hong kong,Hang Seng
China Mobile,941,hong kong,Hang Seng
Citic Pacific,267,hong kong,Hang Seng
Galaxy Entertainment Group,27,hong kong,Hang Seng
China Life Insurance,2628,hong kong,Hang Seng
WuXi Biologics,NO Esta,hong kong,Hang Seng
Sands China,1928,hong kong,Hang Seng
Xinyi Glass,868,hong kong,Hang Seng
AAC Technologies,2018,hong kong,Hang Seng
ANTA Sports Products,2020,hong kong,Hang Seng
HSBC,5,hong kong,Hang Seng
China Mengniu Dairy,2319,hong kong,Hang Seng
Li Ning Co Ltd,2331,hong kong,Hang Seng
BOC Hong Kong,2388,hong kong,Hang Seng
Link Real Estate,823,hong kong,Hang Seng
China Merchants Bank H,3968,hong kong,Hang Seng
Hang Lung Ppt,101,hong kong,Hang Seng
Sunny Optical Tech,2382,hong kong,Hang Seng
SHK Ppt,16,hong kong,Hang Seng
Budweiser,1876,hong kong,Hang Seng
BYD Co Ltd-H,1211,hong kong,Hang Seng
CLP Holdings,2,hong kong,Hang Seng
Techtronic Industries,669,hong kong,Hang Seng
CK Hutchison,1,hong kong,Hang Seng
HKEX,388,hong kong,Hang Seng
Hang Seng Bank,11,hong kong,Hang Seng
Wharf Real Estate,1997,hong kong,Hang Seng
MTR,66,hong kong,Hang Seng
New World,17,hong kong,Hang Seng
Power Assets,6,hong kong,Hang Seng
Shenzhou Int,2313,hong kong,Hang Seng
Hengan Intl Group,1044,hong kong,Hang Seng
CK Infrastructure,1038,hong kong,Hang Seng
Henderson Land,12,hong kong,Hang Seng
China Airlines,2610,taiwan,Taiwan Weighted
Eva Airways,2618,taiwan,Taiwan Weighted
Everlight Chemical,1711,taiwan,Taiwan Weighted
CDIBH,2883,taiwan,Taiwan Weighted
EMC Taiwan,2603,taiwan,Taiwan Weighted
CPDC,1314,taiwan,Taiwan Weighted
YMTC,2609,taiwan,Taiwan Weighted
Chung Hwa Chemical,1727,taiwan,Taiwan Weighted
UMC Corp,2303,taiwan,Taiwan Weighted
Sunko,1721,taiwan,Taiwan Weighted
Tainan Spinning,1440,taiwan,Taiwan Weighted
Tatung,2371,taiwan,Taiwan Weighted
VIA Tech,2388,taiwan,Taiwan Weighted
Weikeng,3033,taiwan,Taiwan Weighted
AUO,2409,taiwan,Taiwan Weighted
TSEC,6443,taiwan,Taiwan Weighted
Innolux,3481,taiwan,Taiwan Weighted
Wan Hai,2615,taiwan,Taiwan Weighted
Unimicron Tech,3037,taiwan,Taiwan Weighted
OUCC,1710,taiwan,Taiwan Weighted
SKFH,2888,taiwan,Taiwan Weighted
Winbond,2344,taiwan,Taiwan Weighted
China Steel,2002,taiwan,Taiwan Weighted
Faraday Tech,3035,taiwan,Taiwan Weighted
Gigabyte Tech,2376,taiwan,Taiwan Weighted
Asia Polymer,1308,taiwan,Taiwan Weighted
Sun Yad,1316,taiwan,Taiwan Weighted
Hannstar Display,6116,taiwan,Taiwan Weighted
CyberTAN,3062,taiwan,Taiwan Weighted
CMFC,1718,taiwan,Taiwan Weighted
SinoPac Holdings,2890,taiwan,Taiwan Weighted
AVC,3017,taiwan,Taiwan Weighted
Ennostar,NO Esta,taiwan,Taiwan Weighted
MSI,2377,taiwan,Taiwan Weighted
Hon Hai Precision,2317,taiwan,Taiwan Weighted
Marketech,6196,taiwan,Taiwan Weighted
EMIC,2614,taiwan,Taiwan Weighted
Pan Jit,2481,taiwan,Taiwan Weighted
Biostar,2399,taiwan,Taiwan Weighted
AcBel,6282,taiwan,Taiwan Weighted
CTBC,2891,taiwan,Taiwan Weighted
Opto Tech,2340,taiwan,Taiwan Weighted
Zig Sheng,1455,taiwan,Taiwan Weighted
NTC,4919,taiwan,Taiwan Weighted
Ta Chen,2027,taiwan,Taiwan Weighted
Cathay Holdings,2882,taiwan,Taiwan Weighted
Altek,3059,taiwan,Taiwan Weighted
Kinpo,2312,taiwan,Taiwan Weighted
CGPC,1305,taiwan,Taiwan Weighted
E.S.F.H,2884,taiwan,Taiwan Weighted
Goldsun Building,2504,taiwan,Taiwan Weighted
USI Corp,1304,taiwan,Taiwan Weighted
HTC Corp,2498,taiwan,Taiwan Weighted
Compal,2324,taiwan,Taiwan Weighted
Eternal Materials,1717,taiwan,Taiwan Weighted
Hitron Tech,2419,taiwan,Taiwan Weighted
Apex International,4927,taiwan,Taiwan Weighted
ESMT,3006,taiwan,Taiwan Weighted
Taiwan Semicon,2330,taiwan,Taiwan Weighted
Gold Circuit,2368,taiwan,Taiwan Weighted
Yuanta Group,2885,taiwan,Taiwan Weighted
Li Peng,1447,taiwan,Taiwan Weighted
Fubon Financial,2881,taiwan,Taiwan Weighted
THEIL,6271,taiwan,Taiwan Weighted
Taiwan Mask,2338,taiwan,Taiwan Weighted
U-Ming,2606,taiwan,Taiwan Weighted
Chung Hung Steel,2014,taiwan,Taiwan Weighted
Sunplus,2401,taiwan,Taiwan Weighted
TSMT,6278,taiwan,Taiwan Weighted
Lealea,1444,taiwan,Taiwan Weighted
TSFHC,2887,taiwan,Taiwan Weighted
HCG,1810,taiwan,Taiwan Weighted
Taiwanline,2617,taiwan,Taiwan Weighted
Qisda,2352,taiwan,Taiwan Weighted
Phihong,2457,taiwan,Taiwan Weighted
TGI,1802,taiwan,Taiwan Weighted
Ta Ya Electric,1609,taiwan,Taiwan Weighted
Zinwell,2485,taiwan,Taiwan Weighted
Yieh Phui,2023,taiwan,Taiwan Weighted
Kinsus Tech,3189,taiwan,Taiwan Weighted
San Fu,4755,taiwan,Taiwan Weighted
LPI,2369,taiwan,Taiwan Weighted
BES Engineering,2515,taiwan,Taiwan Weighted
FFHC,2892,taiwan,Taiwan Weighted
Leadtek,2465,taiwan,Taiwan Weighted
SNC,2605,taiwan,Taiwan Weighted
Taiwan Cement Corp,1101,taiwan,Taiwan Weighted
Shenmao,3305,taiwan,Taiwan Weighted
Tung Ho,1414,taiwan,Taiwan Weighted
FUCC,1709,taiwan,Taiwan Weighted
TCFHC,5880,taiwan,Taiwan Weighted
I-Chiun,2486,taiwan,Taiwan Weighted
Anji Tech,6477,taiwan,Taiwan Weighted
Elitegroup,2331,taiwan,Taiwan Weighted
GPPC,1312,taiwan,Taiwan Weighted
FENC,1402,taiwan,Taiwan Weighted
Weltrend,2436,taiwan,Taiwan Weighted
Scientech,3583,taiwan,Taiwan Weighted
Unizyx Holding,3704,taiwan,Taiwan Weighted
Shih Wei,5608,taiwan,Taiwan Weighted
Acer,2353,taiwan,Taiwan Weighted
HNFHC,2880,taiwan,Taiwan Weighted
United Renewable Energy,NO Esta,taiwan,Taiwan Weighted
Pegatron,4938,taiwan,Taiwan Weighted
Ruentex,9945,taiwan,Taiwan Weighted
Mega FHC,2886,taiwan,Taiwan Weighted
ASRock,3515,taiwan,Taiwan Weighted
Ho Tung,1714,taiwan,Taiwan Weighted
Compeq,2313,taiwan,Taiwan Weighted
N.P.C,8046,taiwan,Taiwan Weighted
Arcadyan Tech,3596,taiwan,Taiwan Weighted
SSFC,1409,taiwan,Taiwan Weighted
AP Memory Tech,6531,taiwan,Taiwan Weighted
Formosa Sumco,3532,taiwan,Taiwan Weighted
Chang Hwa Bank,2801,taiwan,Taiwan Weighted
King Yuan,2449,taiwan,Taiwan Weighted
TBB,2834,taiwan,Taiwan Weighted
Uni-President,1216,taiwan,Taiwan Weighted
Ability Enterprise,2374,taiwan,Taiwan Weighted
Walsin Lihwa,1605,taiwan,Taiwan Weighted
Cheng Mei Materials Technology,NO Esta,taiwan,Taiwan Weighted
Huaeng,1608,taiwan,Taiwan Weighted
Formosa Plastics,1301,taiwan,Taiwan Weighted
Wisdom,2637,taiwan,Taiwan Weighted
CHT,2412,taiwan,Taiwan Weighted
Generalplus,4952,taiwan,Taiwan Weighted
QCI,2382,taiwan,Taiwan Weighted
FSC,2601,taiwan,Taiwan Weighted
Inventec,2356,taiwan,Taiwan Weighted
Orient Semiconductor,2329,taiwan,Taiwan Weighted
YJE,1725,taiwan,Taiwan Weighted
Cheng Loong,1904,taiwan,Taiwan Weighted
Young Optics,3504,taiwan,Taiwan Weighted
Froch Enterprise,2030,taiwan,Taiwan Weighted
Wistron,3231,taiwan,Taiwan Weighted
Prince Housing,2511,taiwan,Taiwan Weighted
TSRC,2103,taiwan,Taiwan Weighted
We & Win,2537,taiwan,Taiwan Weighted
Nanya Tech,2408,taiwan,Taiwan Weighted
Taiwan Fertilizer,1722,taiwan,Taiwan Weighted
Asia Cement Corp,1102,taiwan,Taiwan Weighted
Nan Ya Plastics,1303,taiwan,Taiwan Weighted
ChipMOS,8150,taiwan,Taiwan Weighted
Novatek Micro,3034,taiwan,Taiwan Weighted
U-Tech Media,3050,taiwan,Taiwan Weighted
UPC Technology,1313,taiwan,Taiwan Weighted
Powertech Tech,6239,taiwan,Taiwan Weighted
FocalTech,3545,taiwan,Taiwan Weighted
SDI,2351,taiwan,Taiwan Weighted
Parpro,4916,taiwan,Taiwan Weighted
Capital Securities,6005,taiwan,Taiwan Weighted
Highwealth,2542,taiwan,Taiwan Weighted
CMC Magnetics,2323,taiwan,Taiwan Weighted
YFY,NO Esta,taiwan,Taiwan Weighted
Foxconn,2354,taiwan,Taiwan Weighted
Gigastorage,2406,taiwan,Taiwan Weighted
MHC,3706,taiwan,Taiwan Weighted
Episil-Precision,3016,taiwan,Taiwan Weighted
Microelectronics Tech,2314,taiwan,Taiwan Weighted
Champion,1806,taiwan,Taiwan Weighted
Lee Chi,1517,taiwan,Taiwan Weighted
Chung Hwa Pulp,1905,taiwan,Taiwan Weighted
G-Shank,2476,taiwan,Taiwan Weighted
Davicom,3094,taiwan,Taiwan Weighted
Hannstar Touch,3049,taiwan,Taiwan Weighted
APEC,8261,taiwan,Taiwan Weighted
ALi,3041,taiwan,Taiwan Weighted
China Life Insurance,2823,taiwan,Taiwan Weighted
Yuen Chang Stainless Steel,2069,taiwan,Taiwan Weighted
LEI,3058,taiwan,Taiwan Weighted
LCP,1909,taiwan,Taiwan Weighted
Pan-International,2328,taiwan,Taiwan Weighted
Chia Hsin Cement,1103,taiwan,Taiwan Weighted
Synnex,2347,taiwan,Taiwan Weighted
China Electric,1611,taiwan,Taiwan Weighted
WNC,6285,taiwan,Taiwan Weighted
Chang Wah,8070,taiwan,Taiwan Weighted
MediaTek,2454,taiwan,Taiwan Weighted
WTC,2492,taiwan,Taiwan Weighted
Accton,2345,taiwan,Taiwan Weighted
Space Shuttle,2440,taiwan,Taiwan Weighted
Kinko Optical,6209,taiwan,Taiwan Weighted
Favite,3535,taiwan,Taiwan Weighted
Cheng Shin Rubber,2105,taiwan,Taiwan Weighted
Asustek,2357,taiwan,Taiwan Weighted
Para Light,6226,taiwan,Taiwan Weighted
China Motor,2204,taiwan,Taiwan Weighted
Walton,8110,taiwan,Taiwan Weighted
Lite-On Tech,2301,taiwan,Taiwan Weighted
Rotam,4141,taiwan,Taiwan Weighted
BenQ Materials,8215,taiwan,Taiwan Weighted
Far EasTone,4904,taiwan,Taiwan Weighted
Kuo Yang,2505,taiwan,Taiwan Weighted
Delta Electronics,2308,taiwan,Taiwan Weighted
ITE Tech,3014,taiwan,Taiwan Weighted
TSMC,1310,taiwan,Taiwan Weighted
Anderson,1528,taiwan,Taiwan Weighted
ZDT,4958,taiwan,Taiwan Weighted
Everest Textile,1460,taiwan,Taiwan Weighted
Amtran Tech,2489,taiwan,Taiwan Weighted
Yulon Motor,2201,taiwan,Taiwan Weighted
EITC,2607,taiwan,Taiwan Weighted
Jih Lin Tech,5285,taiwan,Taiwan Weighted
Southeast Cement,1110,taiwan,Taiwan Weighted
Yieh Hsing,2007,taiwan,Taiwan Weighted
Gemtek Tech,4906,taiwan,Taiwan Weighted
RichWave Technology Corp,4968,taiwan,Taiwan Weighted
Taiwan PCB,8213,taiwan,Taiwan Weighted
APT,3682,taiwan,Taiwan Weighted
Leadtrend,3588,taiwan,Taiwan Weighted
Chicony Electronics,2385,taiwan,Taiwan Weighted
King’s Town Bank,2809,taiwan,Taiwan Weighted
Hong Tai Electric,1612,taiwan,Taiwan Weighted
Kinik,1560,taiwan,Taiwan Weighted
Darwin Precision,6120,taiwan,Taiwan Weighted
Tycoons,2022,taiwan,Taiwan Weighted
T.C.C.B.,2812,taiwan,Taiwan Weighted
FCFC,1326,taiwan,Taiwan Weighted
TXC,3042,taiwan,Taiwan Weighted
WPG Holdings,3702,taiwan,Taiwan Weighted
CHEM,1513,taiwan,Taiwan Weighted
Hiwin,2049,taiwan,Taiwan Weighted
Lien Chang,2431,taiwan,Taiwan Weighted
Qualipoly,4722,taiwan,Taiwan Weighted
Pou Chen,9904,taiwan,Taiwan Weighted
Baolong International,NO Esta,taiwan,Taiwan Weighted
IBF Financial Holdings,NO Esta,taiwan,Taiwan Weighted
Mobiletron,1533,taiwan,Taiwan Weighted
Primax,4915,taiwan,Taiwan Weighted
Zenitron,3028,taiwan,Taiwan Weighted
Tainergy Tech,4934,taiwan,Taiwan Weighted
Career Tech,6153,taiwan,Taiwan Weighted
Farglory FTZ,5607,taiwan,Taiwan Weighted
MBI,1783,taiwan,Taiwan Weighted
First Copper Tech,2009,taiwan,Taiwan Weighted
AIDC,2634,taiwan,Taiwan Weighted
GSEO,3406,taiwan,Taiwan Weighted
Sigurd,6257,taiwan,Taiwan Weighted
LHIC,1229,taiwan,Taiwan Weighted
HSB,5469,taiwan,Taiwan Weighted
Kindom Construction,2520,taiwan,Taiwan Weighted
Global Brands Manufacture,6191,taiwan,Taiwan Weighted
Dynamic,6251,taiwan,Taiwan Weighted
Sitronix,8016,taiwan,Taiwan Weighted
Supreme Electronics,8112,taiwan,Taiwan Weighted
Great Wall Ent,1210,taiwan,Taiwan Weighted
Taita,1309,taiwan,Taiwan Weighted
Sinphar,1734,taiwan,Taiwan Weighted
D-Link,2332,taiwan,Taiwan Weighted
Hai Kwang,2038,taiwan,Taiwan Weighted
Kee Tai Properties,2538,taiwan,Taiwan Weighted
Action Electronics,3024,taiwan,Taiwan Weighted
Shining Building,5531,taiwan,Taiwan Weighted
ITEQ,6213,taiwan,Taiwan Weighted
AGV,1217,taiwan,Taiwan Weighted
TSI,2611,taiwan,Taiwan Weighted
Nantex,2108,taiwan,Taiwan Weighted
GUC Corp,3443,taiwan,Taiwan Weighted
Tung Ho Steel,2006,taiwan,Taiwan Weighted
Cleanaway,8422,taiwan,Taiwan Weighted
